protein_id	DePP_85	PhageRBPdetect	DepoScope	DepoRanker	SpikeHunter	dbCAN	IPR	phold_glycan_tailspike	total_sources
GCF_017584275.1__phage9__2908	1	1	1	1	1	1	1	1	8
GCF_017584275.1__phage9__2928	1	1	1	1	1	1	1	1	8
GCF_017584275.1__phage3__1311	1	1	1	1	1	1	1	1	8
GCF_017584275.1__phage3__1300	1	1	1	1	1	1	1	1	8
GCF_017584275.1__phage1__1055	1	1	1	1	1	1	1	1	8
GCF_013729075.1__phage6__3623	1	1	1	1	1	1	1	1	8
GCF_013729075.1__phage5__2907	1	1	1	1	1	1	1	1	8
GCF_900173185.1__phage3__6	1	1	1	1	1	1	1	1	8
GCF_015775135.1__phage9__3672	1	1	1	1	1	1	1	1	8
GCF_015775135.1__phage9__3682	1	1	1	1	1	1	1	1	8
GCF_009925365.1__phage0__140	1	1	1	1	1	1	1	1	8
GCF_009925365.1__phage0__137	1	1	1	1	1	1	1	1	8
GCF_900407135.1__phage3__0	1	1	1	1	1	1	1	1	8
GCF_003255785.1__phage3__5	1	1	1	1	1	1	1	1	8
GCF_003255785.1__phage3__8	1	1	1	1	1	1	1	1	8
GCF_015556725.1__phage0__176	1	1	1	1	1	1	1	1	8
GCF_008807175.1__phage2__1184	1	1	1	1	1	1	1	1	8
GCF_020858615.1__phage13__55	1	1	1	1	1	1	1	1	8
GCF_020858615.1__phage13__67	1	1	1	1	1	1	1	1	8
GCF_020858615.1__phage7__1	1	1	1	1	1	1	1	1	8
GCF_002761515.1__phage0__10	1	1	1	1	1	1	1	1	8
GCF_002761515.1__phage0__7	1	1	1	1	1	1	1	1	8
GCF_002761515.1__phage3__1300	1	1	1	1	1	1	1	1	8
GCF_002761515.1__phage3__1303	1	1	1	1	1	1	1	1	8
GCF_008082375.1__phage9__0	1	1	1	1	1	1	1	1	8
GCF_008082375.1__phage16__353	1	1	1	1	1	1	1	1	8
GCF_900511015.1__phage15__310	1	1	1	1	1	1	1	1	8
GCF_900493445.1__phage3__279	1	1	1	1	1	1	1	1	8
GCF_002186895.1__phage0__5	1	1	1	1	1	1	1	1	8
GCF_900498965.1__phage19__120	1	1	1	1	1	1	1	1	8
GCF_008931345.1__phage2__1589	1	1	1	1	1	1	1	1	8
GCF_012102985.1__phage9__6	1	1	1	1	1	1	1	1	8
GCF_002181385.1__phage12__219	1	1	1	1	1	1	1	1	8
GCF_002257965.1__phage3__211	1	1	1	1	1	1	1	1	8
GCF_002186805.1__phage12__1	1	1	1	1	1	1	1	1	8
GCF_002186805.1__phage12__3	1	1	1	1	1	1	1	1	8
GCF_900509725.1__phage2__43	1	1	1	1	1	1	1	1	8
GCF_004014895.1__phage11__4317	1	1	1	1	1	1	1	1	8
GCF_007097185.1__phage2__0	1	1	1	1	1	1	1	1	8
GCF_900503075.1__phage9__1	1	1	1	1	1	1	1	1	8
GCF_010450855.1__phage9__3230	1	1	1	1	1	1	1	1	8
GCF_010450855.1__phage2__1560	1	1	1	1	1	1	1	1	8
GCF_014712525.1__phage23__232	1	1	1	1	1	1	1	1	8
GCF_018604385.1__phage13__2874	1	1	1	1	1	1	1	1	8
GCF_017596925.1__phage21__2	1	1	1	1	1	1	1	1	8
GCF_017596925.1__phage21__5	1	1	1	1	1	1	1	1	8
GCF_013604525.1__phage17__85	1	1	1	1	1	1	1	1	8
GCF_013604525.1__phage17__96	1	1	1	1	1	1	1	1	8
GCF_013604525.1__phage16__30	1	1	1	1	1	1	1	1	8
GCF_021213885.1__phage10__62	1	1	1	1	1	1	1	1	8
GCF_021213885.1__phage10__122	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage11__3079	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage11__3076	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage2__1315	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage2__1307	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage3__1529	1	1	1	1	1	1	1	1	8
GCF_004833805.1__phage8__41	1	1	1	1	1	1	1	1	8
GCF_016903195.1__phage0__1045	1	1	1	1	1	1	1	1	8
GCF_016903195.1__phage14__4914	1	1	1	1	1	1	1	1	8
GCF_013736155.1__phage14__4963	1	1	1	1	1	1	1	1	8
GCF_018137815.1__phage9__1	1	1	1	1	1	1	1	1	8
GCF_002740845.1__phage0__5	1	1	1	1	1	1	1	1	8
GCF_018140945.1__phage25__3997	1	1	1	1	1	1	1	1	8
GCF_012274355.1__phage4__23	1	1	1	1	1	1	1	1	8
GCF_013606065.1__phage17__2966	1	1	1	1	1	1	1	1	8
GCF_003036515.1__phage7__603	1	1	1	1	1	1	1	1	8
GCF_001875075.1__phage3__1080	1	1	1	1	1	1	1	1	8
GCF_013732655.1__phage12__3632	1	1	1	1	1	1	1	1	8
GCF_013169875.1__phage13__76	1	1	1	1	1	1	1	1	8
GCF_003954495.1__phage15__69	1	1	1	1	1	1	1	1	8
GCF_002264645.1__phage2__69	1	1	1	1	1	1	1	1	8
GCF_900505975.1__phage21__96	1	1	1	1	1	1	1	1	8
GCF_002417305.1__phage3__120	1	1	1	1	1	1	1	1	8
GCF_011078265.1__phage18__151	1	1	1	1	1	1	1	1	8
GCF_900510865.1__phage7__78	1	1	1	1	1	1	1	1	8
GCF_004311345.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_004127375.1__phage0__10	1	1	1	1	1	1	1	1	8
GCF_002181455.1__phage16__44	1	1	1	1	1	1	1	1	8
GCF_019051645.1__phage12__3481	1	1	1	1	1	1	1	1	8
GCF_003598595.1__phage10__79	1	1	1	1	1	1	1	1	8
GCF_900509645.1__phage9__153	1	1	1	1	1	1	1	1	8
GCF_003196185.1__phage17__335	1	1	1	1	1	1	1	1	8
GCF_008704145.1__phage26__179	1	1	1	1	1	1	1	1	8
GCF_013606065.1__phage11__1820	1	1	1	1	1	1	1	1	8
GCF_002248055.2__phage4__3239	1	1	1	1	1	1	1	1	8
GCF_018137535.1__phage9__0	1	1	1	1	1	1	1	1	8
GCF_013811445.1__phage5__2499	1	1	1	1	1	1	1	1	8
GCF_021228755.1__phage13__2285	1	1	1	1	1	1	1	1	8
GCF_900506525.1__phage15__5	1	1	1	1	1	1	1	1	8
GCF_004312785.1__phage10__20	1	1	1	1	1	1	1	1	8
GCF_900498475.1__phage5__15	1	1	1	1	1	1	1	1	8
GCF_016055875.1__phage14__19	1	1	1	1	1	1	1	1	8
GCF_001874875.1__phage9__2262	1	1	1	1	1	1	1	1	8
GCF_001874875.1__phage9__2259	1	1	1	1	1	1	1	1	8
GCF_015721605.1__phage10__161	1	1	1	1	1	1	1	1	8
GCF_900509485.1__phage10__19	1	1	1	1	1	1	1	1	8
GCF_900504455.1__phage16__243	1	1	1	1	1	1	1	1	8
GCF_021228755.1__phage8__1500	1	1	1	1	1	1	1	1	8
GCF_900498965.1__phage23__57	1	1	1	1	1	1	1	1	8
GCF_015208905.1__phage1__98	1	1	1	1	1	1	1	1	8
GCF_003037775.1__phage7__602	1	1	1	1	1	1	1	1	8
GCF_009898185.1__phage0__0	1	1	1	1	1	1	1	1	8
GCF_009898185.1__phage0__9	1	1	1	1	1	1	1	1	8
GCF_900511645.1__phage3__223	1	1	1	1	1	1	1	1	8
GCF_020251705.1__phage20__83	1	1	1	1	1	1	1	1	8
GCF_003195495.1__phage24__189	1	1	1	1	1	1	1	1	8
GCF_003195315.1__phage21__8	1	1	1	1	1	1	1	1	8
GCF_900505185.1__phage11__0	1	1	1	1	1	1	1	1	8
GCF_002776435.1__phage11__0	1	1	1	1	1	1	1	1	8
GCF_002187465.1__phage2__528	1	1	1	1	1	1	1	1	8
GCF_003196415.1__phage4__0	1	1	1	1	1	1	1	1	8
GCF_004312865.1__phage3__81	1	1	1	1	1	1	1	1	8
GCF_014168895.1__phage10__2589	1	1	1	1	1	1	1	1	8
GCF_014297455.1__phage0__805	1	1	1	1	1	1	1	1	8
GCF_007896585.1__phage3__2	1	1	1	1	1	1	1	1	8
GCF_003057345.1__phage10__14	1	1	1	1	1	1	1	1	8
GCF_003598595.1__phage13__61	1	1	1	1	1	1	1	1	8
GCF_003598595.1__phage13__64	1	1	1	1	1	1	1	1	8
GCF_015721685.1__phage1__36	1	1	1	1	1	1	1	1	8
GCF_002936335.2__phage6__3	1	1	1	1	1	1	1	1	8
GCF_003195685.1__phage9__0	1	1	1	1	1	1	1	1	8
GCF_016803155.1__phage2__91	1	1	1	1	1	1	1	1	8
GCF_900508615.1__phage15__220	1	1	1	1	1	1	1	1	8
GCF_902704295.1__phage2__227	1	1	1	1	1	1	1	1	8
GCF_900200035.1__phage4__415	1	1	1	1	1	1	1	1	8
GCF_016879815.1__phage9__936	1	1	1	1	1	1	1	1	8
GCF_016879815.1__phage9__932	1	1	1	1	1	1	1	1	8
GCF_002851175.1__phage14__48	1	1	1	1	1	1	1	1	8
GCF_015208835.1__phage21__0	1	1	1	1	1	1	1	1	8
GCF_016055875.1__phage15__133	1	1	1	1	1	1	1	1	8
GCF_013724605.1__phage17__4974	1	1	1	1	1	1	1	1	8
GCF_003954015.1__phage20__8	1	1	1	1	1	1	1	1	8
GCF_008120085.1__phage23__0	1	1	1	1	1	1	1	1	8
GCF_011682815.1__phage3__83	1	1	1	1	1	1	1	1	8
GCF_011742285.2__phage0__53	1	1	1	1	1	1	1	1	8
GCF_900512545.1__phage1__257	1	1	1	1	1	1	1	1	8
GCF_016635865.1__phage2__114	1	1	1	1	1	1	1	1	8
GCF_009930855.1__phage6__1769	1	1	1	1	1	1	1	1	8
GCF_019051645.1__phage6__1952	1	1	1	1	1	1	1	1	8
GCF_900501495.1__phage11__424	1	1	1	1	1	1	1	1	8
GCF_003590255.1__phage11__147	1	1	1	1	1	1	1	1	8
GCF_900506405.1__phage6__63	1	1	1	1	1	1	1	1	8
GCF_902164095.1__phage7__27	1	1	1	1	1	1	1	1	8
GCF_002181895.1__phage21__110	1	1	1	1	1	1	1	1	8
GCF_002186625.1__phage15__3	1	1	1	1	1	1	1	1	8
GCF_010671585.1__phage9__105	1	1	1	1	1	1	1	1	8
GCF_014655115.1__phage29__27	1	1	1	1	1	1	1	1	8
GCF_002740885.1__phage18__1620	1	1	1	1	1	1	1	1	8
GCF_900502005.1__phage7__406	1	1	1	1	1	1	1	1	8
GCF_011028185.1__phage11__122	1	1	1	1	1	1	1	1	8
GCF_901563875.1__phage11__78	1	1	1	1	1	1	1	1	8
GCF_003196015.1__phage3__141	1	1	1	1	1	1	1	1	8
GCF_900508625.1__phage5__117	1	1	1	1	1	1	1	1	8
GCF_900093235.1__phage8__309	1	1	1	1	1	1	1	1	8
GCF_003195495.1__phage25__63	1	1	1	1	1	1	1	1	8
GCF_019428195.1__phage10__5	1	1	1	1	1	1	1	1	8
GCF_019050695.1__phage21__167	1	1	1	1	1	1	1	1	8
GCF_015135515.1__phage20__4623	1	1	1	1	1	1	1	1	8
GCF_922826575.1__phage9__2050	1	1	1	1	1	1	1	1	8
GCF_922826575.1__phage9__2042	1	1	1	1	1	1	1	1	8
GCF_015643915.1__phage8__1169	1	1	1	1	1	1	1	1	8
GCF_002795635.1__phage13__0	1	1	1	1	1	1	1	1	8
GCF_009661475.2__phage3__1747	1	1	1	1	1	1	1	1	8
GCF_013604815.1__phage19__25	1	1	1	1	1	1	1	1	8
GCF_016415705.1__phage2__1814	1	1	1	1	1	1	1	1	8
GCF_900514835.1__phage12__292	1	1	1	1	1	1	1	1	8
GCF_900504505.1__phage2__48	1	1	1	1	1	1	1	1	8
GCF_905127585.1__phage2__5	1	1	1	1	1	1	1	1	8
GCF_016644005.1__phage9__1	1	1	1	1	1	1	1	1	8
GCF_902705715.1__phage12__0	1	1	1	1	1	1	1	1	8
GCF_002936635.2__phage10__75	1	1	1	1	1	1	1	1	8
GCF_003195675.1__phage23__3	1	1	1	1	1	1	1	1	8
GCF_009498255.1__phage0__639	1	1	1	1	1	1	1	1	8
GCF_900508575.1__phage13__98	1	1	1	1	1	1	1	1	8
GCF_016055935.1__phage2__343	1	1	1	1	1	1	1	1	8
GCF_900451895.1__phage25__1736	1	1	1	1	1	1	1	1	8
GCF_017291435.1__phage25__2	1	1	1	1	1	1	1	1	8
GCF_009646245.1__phage6__376	1	1	1	1	1	1	1	1	8
GCF_900509565.1__phage2__327	1	1	1	1	1	1	1	1	8
GCF_900509755.1__phage2__1438	1	1	1	1	1	1	1	1	8
GCF_014840405.1__phage4__275	1	1	1	1	1	1	1	1	8
GCF_019927765.1__phage3__2	1	1	1	1	1	1	1	1	8
GCF_002853825.1__phage7__110	1	1	1	1	1	1	1	1	8
GCF_017164115.1__phage12__24	1	1	1	1	1	1	1	1	8
GCF_016527085.1__phage24__5	1	1	1	1	1	1	1	1	8
GCF_013305325.1__phage0__39	1	1	1	1	1	1	1	1	8
GCF_902155975.1__phage6__3205	1	1	1	1	1	1	1	1	8
GCF_014840295.1__phage2__644	1	1	1	1	1	1	1	1	8
GCF_019093285.1__phage16__0	1	1	1	1	1	1	1	1	8
GCF_900509725.1__phage4__251	1	1	1	1	1	1	1	1	8
GCF_900502185.1__phage1__22	1	1	1	1	1	1	1	1	8
GCF_011030035.1__phage7__21	1	1	1	1	1	1	1	1	8
GCF_910589455.1__phage0__404	1	1	1	1	1	1	1	1	8
GCF_019426545.1__phage8__38	1	1	1	1	1	1	1	1	8
GCF_003664965.1__phage0__44	1	1	1	1	1	1	1	1	8
GCF_003664965.1__phage0__47	1	1	1	1	1	1	1	1	8
GCF_003227595.1__phage9__1	1	1	1	1	1	1	1	1	8
GCF_007106885.1__phage5__1329	1	1	1	1	1	1	1	1	8
GCF_002202275.1__phage7__2510	1	1	1	1	1	1	1	1	8
GCF_018109035.1__phage2__37	1	1	1	1	1	1	1	1	8
GCF_020410725.1__phage6__4365	1	1	1	1	1	1	1	1	8
GCF_020410725.1__phage6__4368	1	1	1	1	1	1	1	1	8
GCF_015208835.1__phage16__8	1	1	1	1	1	1	1	1	8
GCF_013029545.1__phage3__0	1	1	1	1	1	1	1	1	8
GCF_003954895.1__phage19__6	1	1	1	1	1	1	1	1	8
GCF_003954895.1__phage19__9	1	1	1	1	1	1	1	1	8
GCF_014946705.2__phage3__1251	1	1	1	1	1	1	1	1	8
GCF_021460965.1__phage15__4550	1	1	1	1	1	1	1	1	8
GCF_004313505.1__phage2__444	1	1	1	1	1	1	1	1	8
GCF_902156295.1__phage13__3005	1	1	1	1	1	1	1	1	8
GCF_002935865.2__phage15__45	1	1	1	1	1	1	1	1	8
GCF_900775085.1__phage3__1	1	1	1	1	1	1	1	1	8
GCF_013134855.1__phage12__0	1	1	1	1	1	1	1	1	8
GCF_018449065.1__phage13__2988	1	1	1	1	1	1	1	1	8
GCF_013134815.1__phage17__0	1	1	1	1	1	1	1	1	8
GCF_902156295.1__phage15__3920	1	1	1	1	1	1	1	1	8
GCF_000281355.1__phage21__0	1	1	1	1	1	1	1	1	8
GCF_004831255.1__phage8__11	1	1	1	1	1	1	1	1	8
GCF_900515755.1__phage8__119	1	1	1	1	1	1	1	1	8
GCF_003065025.1__phage1__75	1	1	1	1	1	1	1	1	8
GCF_002970035.2__phage16__265	1	1	1	1	1	1	1	1	8
GCF_001902965.4__phage12__12	1	1	1	1	1	1	1	1	8
GCF_016066695.1__phage5__3054	1	1	1	1	1	1	1	1	8
GCF_004118575.1__phage5__57	1	1	1	1	1	1	1	1	8
GCF_021228195.1__phage23__32	1	1	1	1	1	1	1	1	8
GCF_002086005.1__phage24__0	1	1	1	1	1	1	1	1	8
GCF_001884465.1__phage23__64	1	1	1	1	1	1	1	1	8
GCF_019702985.1__phage10__2898	1	1	1	1	1	1	1	1	8
GCF_016772595.1__phage12__2901	1	1	1	1	1	1	1	1	8
GCF_902156345.1__phage16__4606	1	1	1	1	1	1	1	1	8
GCF_900607865.1__phage17__3906	1	1	1	1	1	1	1	1	8
GCF_013378195.1__phage16__3053	1	1	1	1	1	1	1	1	8
GCF_019703005.1__phage13__4955	1	1	1	1	1	1	1	1	8
GCF_019703165.1__phage9__2901	1	1	1	1	1	1	1	1	8
GCF_019703025.1__phage8__2910	1	1	1	1	1	1	1	1	8
GCF_902157085.1__phage11__506	1	1	1	1	1	1	1	1	8
GCF_900607405.1__phage16__3905	1	1	1	1	1	1	1	1	8
GCF_012952505.1__phage19__5200	1	1	1	1	1	1	1	1	8
GCF_900607815.1__phage19__2785	1	1	1	1	1	1	1	1	8
GCF_019703225.1__phage10__2901	1	1	1	1	1	1	1	1	8
GCF_900608415.1__phage27__4440	1	1	1	1	1	1	1	1	8
GCF_019703045.1__phage10__2897	1	1	1	1	1	1	1	1	8
GCF_900608245.1__phage27__2178	1	1	1	1	1	1	1	1	8
GCF_019703245.1__phage9__2896	1	1	1	1	1	1	1	1	8
GCF_003324315.1__phage3__799	1	1	1	1	1	1	1	1	8
GCF_902156405.1__phage14__914	1	1	1	1	1	1	1	1	8
GCF_016939675.1__phage2__1940	1	1	1	1	1	1	1	1	8
GCF_008123385.1__phage25__6	1	1	1	1	1	1	1	1	8
GCF_015643695.1__phage20__32	1	1	1	1	1	1	1	1	8
GCF_001463215.1__phage23__17	1	1	1	1	1	1	1	1	8
GCF_006546635.1__phage2__8	1	1	1	1	1	1	1	1	8
GCF_003316235.1__phage2__416	1	1	1	1	1	1	1	1	8
GCF_902155835.1__phage12__3035	1	1	1	1	1	1	1	1	8
GCF_018108565.1__phage5__174	1	1	1	1	1	1	1	1	8
GCF_015278455.1__phage14__3815	1	1	1	1	1	1	1	1	8
GCF_004313085.1__phage14__94	1	1	1	1	1	1	1	1	8
GCF_003954015.1__phage22__150	1	1	1	1	1	1	1	1	8
GCF_021532675.1__phage19__62	1	1	1	1	1	1	1	1	8
GCF_004313405.1__phage10__77	1	1	1	1	1	1	1	1	8
GCF_002811365.1__phage11__72	1	1	1	1	1	1	1	1	8
GCF_900502235.1__phage9__12	1	1	1	1	1	1	1	1	8
GCF_012168575.2__phage11__3569	1	1	1	1	1	1	1	1	8
GCF_012168575.2__phage12__3764	1	1	1	1	1	1	1	1	8
GCF_904863285.1__phage6__2919	1	1	1	1	1	1	1	1	8
GCF_900513655.1__phage8__178	1	1	1	1	1	1	1	1	8
GCF_900505985.1__phage10__231	1	1	1	1	1	1	1	1	8
GCF_900517715.1__phage11__87	1	1	1	1	1	1	1	1	8
GCF_001052035.1__phage6__150	1	1	1	1	1	1	1	1	8
GCF_020889345.1__phage32__17	1	1	1	1	1	1	1	1	8
GCF_002854035.1__phage18__288	1	1	1	1	1	1	1	1	8
GCF_900608435.1__phage27__2597	1	1	1	1	1	1	1	1	8
GCF_020695665.1__phage19__3452	1	1	1	1	1	1	1	1	8
GCF_020695665.1__phage1__599	1	1	1	1	1	1	1	1	8
GCF_007106885.1__phage7__1666	1	1	1	1	1	1	1	1	8
GCF_011037685.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_002262275.1__phage8__0	1	1	1	1	1	1	1	1	8
GCF_020525645.1__phage9__3049	1	1	1	1	1	1	1	1	8
GCF_002967795.2__phage0__32	1	1	1	1	1	1	1	1	8
GCF_002186735.1__phage12__9	1	1	1	1	1	1	1	1	8
GCF_002235655.1__phage9__35	1	1	1	1	1	1	1	1	8
GCF_902160775.1__phage9__0	1	1	1	1	1	1	1	1	8
GCF_004322995.1__phage7__3836	1	1	1	1	1	1	1	1	8
GCF_002893825.1__phage6__2001	1	1	1	1	1	1	1	1	8
GCF_900172445.1__phage17__193	1	1	1	1	1	1	1	1	8
GCF_004127625.1__phage23__164	1	1	1	1	1	1	1	1	8
GCF_004310905.1__phage9__193	1	1	1	1	1	1	1	1	8
GCF_012167215.1__phage0__651	1	1	1	1	1	1	1	1	8
GCF_012167215.1__phage6__2815	1	1	1	1	1	1	1	1	8
GCF_900510365.1__phage14__564	1	1	1	1	1	1	1	1	8
GCF_016644075.1__phage24__0	1	1	1	1	1	1	1	1	8
GCF_900080215.1__phage15__102	1	1	1	1	1	1	1	1	8
GCF_013603925.1__phage9__343	1	1	1	1	1	1	1	1	8
GCF_003403275.1__phage10__197	1	1	1	1	1	1	1	1	8
GCF_003571145.1__phage0__0	1	1	1	1	1	1	1	1	8
GCF_900407265.1__phage16__42	1	1	1	1	1	1	1	1	8
GCF_900514095.1__phage21__293	1	1	1	1	1	1	1	1	8
GCF_900513125.1__phage12__230	1	1	1	1	1	1	1	1	8
GCF_900514215.1__phage20__25	1	1	1	1	1	1	1	1	8
GCF_021228155.1__phage22__32	1	1	1	1	1	1	1	1	8
GCF_900513525.1__phage10__165	1	1	1	1	1	1	1	1	8
GCF_017814795.1__phage6__25	1	1	1	1	1	1	1	1	8
GCF_011037275.1__phage8__6	1	1	1	1	1	1	1	1	8
GCF_016643365.1__phage7__2	1	1	1	1	1	1	1	1	8
GCF_016634585.1__phage19__197	1	1	1	1	1	1	1	1	8
GCF_900514855.1__phage13__169	1	1	1	1	1	1	1	1	8
GCF_014104245.1__phage11__2205	1	1	1	1	1	1	1	1	8
GCF_016772975.1__phage10__2808	1	1	1	1	1	1	1	1	8
GCF_002852945.3__phage12__3783	1	1	1	1	1	1	1	1	8
GCF_021395845.1__phage11__48	1	1	1	1	1	1	1	1	8
GCF_001275285.1__phage21__187	1	1	1	1	1	1	1	1	8
GCF_004209275.1__phage6__71	1	1	1	1	1	1	1	1	8
GCF_014169335.1__phage7__2985	1	1	1	1	1	1	1	1	8
GCF_015721265.1__phage6__207	1	1	1	1	1	1	1	1	8
GCF_004312005.1__phage2__129	1	1	1	1	1	1	1	1	8
GCF_004312005.1__phage4__194	1	1	1	1	1	1	1	1	8
GCF_900517765.1__phage3__20	1	1	1	1	1	1	1	1	8
GCF_001066805.1__phage9__40	1	1	1	1	1	1	1	1	8
GCF_019837125.1__phage18__47	1	1	1	1	1	1	1	1	8
GCF_019927905.1__phage2__42	1	1	1	1	1	1	1	1	8
GCF_900093815.1__phage6__1	1	1	1	1	1	1	1	1	8
GCF_900498675.1__phage12__63	1	1	1	1	1	1	1	1	8
GCF_019401325.1__phage6__357	1	1	1	1	1	1	1	1	8
GCF_016056215.1__phage18__177	1	1	1	1	1	1	1	1	8
GCF_016635835.1__phage1__154	1	1	1	1	1	1	1	1	8
GCF_902164145.1__phage0__414	1	1	1	1	1	1	1	1	8
GCF_900407025.1__phage11__63	1	1	1	1	1	1	1	1	8
GCF_002236365.1__phage23__0	1	1	1	1	1	1	1	1	8
GCF_018108965.1__phage8__8	1	1	1	1	1	1	1	1	8
GCF_018314115.1__phage9__2664	1	1	1	1	1	1	1	1	8
GCF_900774715.1__phage3__20	1	1	1	1	1	1	1	1	8
GCF_009822395.1__phage7__133	1	1	1	1	1	1	1	1	8
GCF_900504005.1__phage21__0	1	1	1	1	1	1	1	1	8
GCF_002187305.1__phage10__0	1	1	1	1	1	1	1	1	8
GCF_021263835.1__phage2__1120	1	1	1	1	1	1	1	1	8
GCF_018474035.1__phage2__107	1	1	1	1	1	1	1	1	8
GCF_014595755.1__phage3__351	1	1	1	1	1	1	1	1	8
GCF_013590775.1__phage14__2717	1	1	1	1	1	1	1	1	8
GCF_001902855.4__phage10__31	1	1	1	1	1	1	1	1	8
GCF_900451495.1__phage21__3090	1	1	1	1	1	1	1	1	8
GCF_003065055.1__phage9__18	1	1	1	1	1	1	1	1	8
GCF_900513645.1__phage11__1	1	1	1	1	1	1	1	1	8
GCF_900513645.1__phage10__264	1	1	1	1	1	1	1	1	8
GCF_004311845.1__phage14__17	1	1	1	1	1	1	1	1	8
GCF_007658005.1__phage21__33	1	1	1	1	1	1	1	1	8
GCF_900608465.1__phage10__694	1	1	1	1	1	1	1	1	8
GCF_900092875.1__phage15__297	1	1	1	1	1	1	1	1	8
GCF_001066585.1__phage9__25	1	1	1	1	1	1	1	1	8
GCF_002261625.1__phage18__0	1	1	1	1	1	1	1	1	8
GCF_002185285.2__phage7__6	1	1	1	1	1	1	1	1	8
GCF_009755705.1__phage6__1351	1	1	1	1	1	1	1	1	8
GCF_009755705.1__phage4__1239	1	1	1	1	1	1	1	1	8
GCF_002268755.1__phage7__32	1	1	1	1	1	1	1	1	8
GCF_016056255.1__phage27__174	1	1	1	1	1	1	1	1	8
GCF_012952515.1__phage12__3876	1	1	1	1	1	1	1	1	8
GCF_015288785.1__phage4__4870	1	1	1	1	1	1	1	1	8
GCF_900510315.1__phage13__192	1	1	1	1	1	1	1	1	8
GCF_900508465.1__phage0__1	1	1	1	1	1	1	1	1	8
GCF_002969435.2__phage15__0	1	1	1	1	1	1	1	1	8
GCF_002812665.1__phage15__3978	1	1	1	1	1	1	1	1	8
GCF_002812665.1__phage14__3541	1	1	1	1	1	1	1	1	8
GCF_900516675.1__phage22__6	1	1	1	1	1	1	1	1	8
GCF_900516675.1__phage22__1	1	1	1	1	1	1	1	1	8
GCF_020149895.1__phage18__3655	1	1	1	1	1	1	1	1	8
GCF_003196015.1__phage10__4	1	1	1	1	1	1	1	1	8
GCF_900508055.1__phage2__357	1	1	1	1	1	1	1	1	8
GCF_004311705.1__phage15__26	1	1	1	1	1	1	1	1	8
GCF_020830105.1__phage8__267	1	1	1	1	1	1	1	1	8
GCF_003977495.1__phage3__81	1	1	1	1	1	1	1	1	8
GCF_009930995.1__phage1__1192	1	1	1	1	1	1	1	1	8
GCF_020525505.1__phage9__2908	1	1	1	1	1	1	1	1	8
GCF_900507535.1__phage3__82	1	1	1	1	1	1	1	1	8
GCF_018449375.1__phage14__29	1	1	1	1	1	1	1	1	8
GCF_002970595.2__phage11__0	1	1	1	1	1	1	1	1	8
GCF_015731585.1__phage20__115	1	1	1	1	1	1	1	1	8
GCF_900505925.1__phage0__142	1	1	1	1	1	1	1	1	8
GCF_004312785.1__phage16__12	1	1	1	1	1	1	1	1	8
GCF_900504295.1__phage7__126	1	1	1	1	1	1	1	1	8
GCF_014156485.1__phage7__0	1	1	1	1	1	1	1	1	8
GCF_015999625.1__phage17__3619	1	1	1	1	1	1	1	1	8
GCF_002268655.1__phage2__32	1	1	1	1	1	1	1	1	8
GCF_014287175.1__phage0__26	1	1	1	1	1	1	1	1	8
GCF_019900325.1__phage1__2673	1	1	1	1	1	1	1	1	8
GCF_003362865.1__phage14__32	1	1	1	1	1	1	1	1	8
GCF_013821765.1__phage0__44	1	1	1	1	1	1	1	1	8
GCF_021166485.1__phage1__2	1	1	1	1	1	1	1	1	8
GCF_021137295.1__phage18__256	1	1	1	1	1	1	1	1	8
GCF_009387775.1__phage6__3277	1	1	1	1	1	1	1	1	8
GCF_003931835.1__phage9__3335	1	1	1	1	1	1	1	1	8
GCF_900509645.1__phage15__2	1	1	1	1	1	1	1	1	8
GCF_009982975.1__phage12__48	1	1	1	1	1	1	1	1	8
GCF_021245755.1__phage6__190	1	1	1	1	1	1	1	1	8
GCF_019878025.1__phage6__43	1	1	1	1	1	1	1	1	8
GCF_900515245.1__phage13__192	1	1	1	1	1	1	1	1	8
GCF_900515245.1__phage0__57	1	1	1	1	1	1	1	1	8
GCF_015643805.1__phage1__1	1	1	1	1	1	1	1	1	8
GCF_002855375.1__phage5__172	1	1	1	1	1	1	1	1	8
GCF_002853735.1__phage17__43	1	1	1	1	1	1	1	1	8
GCF_015356365.1__phage11__2149	1	1	1	1	1	1	1	1	8
GCF_900507785.1__phage7__98	1	1	1	1	1	1	1	1	8
GCF_900502655.1__phage11__10	1	1	1	1	1	1	1	1	8
GCF_013309865.1__phage21__181	1	1	1	1	1	1	1	1	8
GCF_001905195.1__phage13__30	1	1	1	1	1	1	1	1	8
GCF_900508545.1__phage10__228	1	1	1	1	1	1	1	1	8
GCF_900517015.1__phage1__230	1	1	1	1	1	1	1	1	8
GCF_900512985.1__phage5__245	1	1	1	1	1	1	1	1	8
GCF_900502605.1__phage12__336	1	1	1	1	1	1	1	1	8
